"PERGUNTA";"IMAGEM PERGUNTA";"ALTERNATIVAS";"RESPOSTA CORRETA";"IMAGEM RESPOSTA";"CATEGORIA DA PERGUNTA";"SETOR";"RESPONSÁVEL";"DATA_HORA";"ID"
Qual matéria-prima é utilizada para produzir o Engager?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\04\dentes 1.jpg;"Zendura;Zendura Track;Isoplast;Biocryl";Zendura Track;-;TREINAMENTO_CLEAR;"PROVA 02_CLEAR;";Caroline Souza - u129773;2024-04-20 08:24:09.000;218
Qual a nomenclatura do dente 3?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\04\nomenclatura dos dentes.jpg;"3º molar;Incisivo central;Canino;2º molar";Canino;-;TREINAMENTO_CLEAR;"PROVA 02_CLEAR;";Caroline Souza - u129773;2024-04-20 08:24:27.000;219
Para que é utilizado o parking lot?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\04\parking lot.jpg;"Armazenamento de refugos;Armazenamento de peças que serão inspecionadas pelo CQ;Armazenamento de peças aprovadas após inspeção de alinhadores até completar o caso";Armazenamento de peças aprovadas após inspeção de alinhadores até completar o caso;-;TREINAMENTO_CLEAR;"PROVA 02_CLEAR;";Caroline Souza - u129773;2024-04-20 08:24:40.000;220
O que significa o status 5310 no CAMDB?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\04\tela camdb.jpg;"Peça refugada para a impressora 3D;Peça aprovada na inspeção de alinahores;Peça refugada para TAG;Peça aprovada no laser";Peça refugada para TAG;-;TREINAMENTO_CLEAR;"PROVA 02_CLEAR;";Caroline Souza - u129773;2024-04-20 08:25:19.000;221
Assinale a alternativa correta:;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\04\IT.CQ_SEM_05.jpg;"De acordo com a IT.CQ.55.034 a inspeção CQ Usinagem conta com um total de três formulários;De acordo com a IT.CQ.55.034 a inspeção CQ Usinagem conta com um total de quatro formulários;De acordo com a IT.CQ.55.034 a inspeção CQ Usinagem conta com um total de cinco formulários;De acordo com a IT.CQ.55.034 a inspeção CQ Usinagem conta com um total de seis formulários";De acordo com a IT.CQ.55.034 a inspeção CQ Usinagem conta com um total de seis formulários;-;TREINAMENTO PADRONIZADO;"SEM4_CQ USI;SEM5_CQ USI;SEM6_CQ USI;";Pedro Toncovitch - u121871;2024-04-17 09:55:38.000;222
Quais são as principais características do implante?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\04\Implante Neodent.JPG;"Conexão, corpo e ápice. ;Interface protética, corpo e ápice.;Começo, corpo e auge.";Interface protética, corpo e ápice.;-;TREINAMENTO PADRONIZADO;"SEM5_CQ USI;SEM6_CQ USI;";Pedro Toncovitch - u121871;2024-04-17 10:08:53.000;223
O que é feito com peças não conformes achadas durante a inspeção de qualidade?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\04\Etiqueta NOK.jpeg;"Podem ser descartadas em um lixo comum sem identificação.;São guardadas para usar como peças padrões ;Identificadas e armazenadas com uma etiqueta vermelha para rejeitá-las";Identificadas e armazenadas com uma etiqueta vermelha para rejeitá-las;-;TREINAMENTO PADRONIZADO;"SEM5_CQ USI;SEM6_CQ USI;";Pedro Toncovitch - u121871;2024-04-12 09:47:47.000;224
Qual das opções abaixo faz parte das Sete Ferramentas da Qualidade? ;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\04\Diagrama.jpg;"Gráficos;Diagrama de Espinha de Peixe (Ishikawa);Diagrama quadrado e redondo";Diagrama de Espinha de Peixe (Ishikawa);-;TREINAMENTO PADRONIZADO;"SEM5_CQ USI;SEM6_CQ USI;";Pedro Toncovitch - u121871;2024-04-12 11:47:07.000;225
Como é o jeito correto de transportar peças?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\04\IT.CQ_SEM_05.jpg;"Na mão esquerda, no máximo 20 peças;Nos potes da qualidade (verde);Uma por uma, para não perder";Nos potes da qualidade (verde);-;TREINAMENTO PADRONIZADO;"SEM5_CQ USI;SEM6_CQ USI;";Pedro Toncovitch - u121871;2024-04-12 11:48:46.000;226
Conforme a IT.CQ.005.001 que tem como objetivo estabelecer um método que possibilite a rastreabilidade, incluindo a localização dos produtos desde o recebimento de matéria prima até a distribuição e vendas. É correto afirma que é possível acessar todas informações da máquina, ordem, material, turno, operador, data de lançamento, quantidade de peças boas, refugos, retrabalho, operação e os motivos do refugo, através:;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\04\SAP.jpg;"Sistema SAP: No nosso setor utilizamos a opção ZPP_OEE_C;PASTA O: \Controle de Qualidade\02. 4401\01. CQ Usinagem\06 - Documentação auditoria da qualidade Neodent e Nuvo\ Planilha de Acompanhamento 4401;SE.Suite: No nosso setor localizamos através da IT.CQ.005.001.";Sistema SAP: No nosso setor utilizamos a opção ZPP_OEE_C;-;TREINAMENTO PADRONIZADO;"SEM5_CQ USI;SEM6_CQ USI;";Pedro Toncovitch - u121871;2024-04-12 11:51:37.000;227
O que significa sigla LIRS conforme a PROC 124, assinale a alternativa correta:;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\04\PROC124.jpg;"Limpeza de Linha; Identificação; Refugo; Segregação;Limpeza de Linha; Identificação; Reconciliação; Seleção;Limpeza de Linha; Identificação; Reconciliação; Segregação;Limpeza de Linha; Inspeção; Reconciliação; Segregação";"Limpeza de Linha; Identificação; Reconciliação; Segregação";-;TREINAMENTO PADRONIZADO;"SEM5_CQ USI;SEM6_CQ USI;";Pedro Toncovitch - u121871;2024-04-12 11:56:09.000;228
Quais informações são analisadas no plano de tratamento?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\04\plano.jpg;"Não é analisado, apenas enviado para o dentista utilizar;Apenas o nome do paciente e os acessórios;Nome do paciente, número do caso, fase, passos e acessórios";Nome do paciente, número do caso, fase, passos e acessórios;-;TREINAMENTO_CLEAR;"PROVA 02_CLEAR;";Caroline Souza - u129773;2024-04-19 11:35:37.000;229
Caso encontre um refugo de alinhador na inspeção final, o que fazer?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\04\patient box.jpg;"Refugar a peça no sistema, descartar a peça e deixar o restante no caso segregado no balção;Refugar a peça no sistema, descartar a peça, retirar as demais peças dos bags e retorna-las para o spot de origem até que a peça retorne em conformidade;Descartar a peça e enviar o restante do caso para o cliente";Refugar a peça no sistema, descartar a peça, retirar as demais peças dos bags e retorna-las para o spot de origem até que a peça retorne em conformidade;-;TREINAMENTO_CLEAR;"PROVA 02_CLEAR;";Caroline Souza - u129773;2024-04-19 11:42:55.000;230
Onde encontrar o Setup do caso em caso de dúvidas sobre à arcada?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\04\arcada.jpg;"CAMDB;SAP;DOO;ClearComm";ClearComm;-;TREINAMENTO_CLEAR;"PROVA 02_CLEAR;";Caroline Souza - u129773;2024-04-19 11:45:22.000;231
Quais itens encontramos no plano de tratamento?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\04\plano.jpg;"Attachments/Engagers, IPR, ausência de dentes, bite ramps, cutout, pôntico, arcada passiva, fenda;Apenas engagers, bite ramps e fenda;Apenas ausencia de dentes, pôntico e IPR";Attachments/Engagers, IPR, ausência de dentes, bite ramps, cutout, pôntico, arcada passiva, fenda;-;TREINAMENTO_CLEAR;"PROVA 02_CLEAR;";Caroline Souza - u129773;2024-04-19 11:49:55.000;232
Qual figura representa necessidade de solicitar alívio na distal?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\04\pergunta.jpg;"Figura a;Figura b;Figura c";Figura b;-;TREINAMENTO_CLEAR;"PROVA 02_CLEAR;";Caroline Souza - u129773;2024-04-19 11:51:56.000;233
Qual modelo precisará ser refugado para TAG solicitando adição de barra para facilitar o saque do alinhador?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\04\pergunta.jpg;"Modelo a;Modelo b;Modelo c;Nenhuma das alternativas";Modelo a;-;TREINAMENTO_CLEAR;"PROVA 02_CLEAR;";Caroline Souza - u129773;2024-04-19 11:54:16.000;234
Durante o processo de inspeção de alinhadores, as peças que necessitam de avaliação técnica são colocadas em qual bin?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\04\bins.jpg;"Bin vermelho;Bin preto;Bin branco;Não colocar em nenhum bin";Bin vermelho;-;TREINAMENTO_CLEAR;"PROVA 02_CLEAR;";Caroline Souza - u129773;2024-04-19 12:03:03.000;235
Ao encontrar um alinhador com ponta durante a inspeção de alinhadores, deverá colocar em qual bin?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\04\bins.jpg;"Bin vermelho;Bin preto;Bin branco;Nenhuma das alternativas";Bin branco;-;TREINAMENTO_CLEAR;"PROVA 02_CLEAR;";Caroline Souza - u129773;2024-04-19 12:04:43.000;236
Ao encontrar uma peça com status anterior ao 392 na inspeção de alinhadores, você deverá colocar a peça em qual bin?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\04\bins.jpg;"Bin vermelho;Bin branco;Bin preto;Nenhuma das alternativas";Bin preto;-;TREINAMENTO_CLEAR;"PROVA 02_CLEAR;";Caroline Souza - u129773;2024-04-19 12:05:54.000;237
Em caso de dúvidas sobre algum tipod e defeito da peça, o que fazer?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\04\Reprocesso 3.jpeg;"Procurar nos spots no parking lot;Refugar a peça conforme sua opnião;Leitura do formulário de defeito e usar as peças da biblioteca padrão ;Nenhuma das alternativas";Leitura do formulário de defeito e usar as peças da biblioteca padrão ;-;TREINAMENTO_CLEAR;"PROVA 02_CLEAR;";Caroline Souza - u129773;2024-04-20 08:22:54.000;238
Qual o objetivo do Programa Carreira Consciente?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\04\Carreira Consciente.JPG;"Fornecer ferramentas e orientação para que você possa ser o protagonista de sua carreira;Fortalecer o gerenciamento continuo de performance, trazendo mais clareza sobre como elaborar um bom plano de desenvolvimento individual;Gerar um impacto positivo no Engajamento dos colaboradores;Todas as alternativas";Todas as alternativas;-;TREINAMENTO_CLEAR;"PROVA 02_CLEAR;";Caroline Souza - u129773;2024-04-20 09:01:17.000;239
O que é PDI?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\04\Carreira Consciente.JPG;"Plano de desenvolvimento individual;Planejamento e desenvolvimento de implantes;Projeto de Design e Inovação;Nenhuma das alternativas";Plano de desenvolvimento individual;-;TREINAMENTO_CLEAR;"PROVA 02_CLEAR;";Caroline Souza - u129773;2024-04-20 09:03:24.000;240
